"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FASLG",35.1904959752207,1.46973247090454,0.243042838001002,6.04721572128153,1.47370380019754e-09,3.81540048423296e-07
"LAT2",382.000913723914,1.03598217961447,0.171390945573757,6.04455606535317,1.49821949728358e-09,3.83038542224264e-07
"ZBP1",223.730148833252,1.51301318432539,0.250828633384839,6.03205927452476,1.61883373557249e-09,4.08765511032891e-07
"CD27",1364.24945863685,1.23586693090939,0.205018184131773,6.02808446549819,1.65914339334722e-09,4.08848913543744e-07
"NCF1B",72.7027583044699,1.31817849467679,0.218612481588771,6.02974946854317,1.64214046437072e-09,4.08848913543744e-07
"PTPRCAP",358.598206434226,2.27973270543272,0.379337143931261,6.00977980117292,1.85775478906522e-09,4.52341175008941e-07
"MIR6724-2",22853.8444045072,1.53178316525017,0.255546827729724,5.99413883889117,2.04566549486587e-09,4.92235251370489e-07
"MIR4778",1539.4856484348,1.44666354215029,0.242116975728004,5.9750603517181,2.3000501858297e-09,5.47010772683428e-07
"CD48",509.672126017174,1.21034215142358,0.202894894870763,5.96536523106962,2.44087441426123e-09,5.73829935573389e-07
"FCRLA",211.767704748731,1.56941434841461,0.26368037200035,5.95195742674589,2.64954303823338e-09,6.15807997283947e-07
"FCGR2B",633.161357962633,0.927456690215303,0.155901490228872,5.94899182075646,2.69799119829986e-09,6.20022628975585e-07
"CD69",62.8100190792594,1.42079238608386,0.239188202658084,5.94006046408091,2.84916971776908e-09,6.41251057901886e-07
"FOLR2",1067.09713530923,1.01725360126133,0.171259538078894,5.93983618473099,2.85307027179737e-09,6.41251057901886e-07
"MIR4671",12631.8891152113,1.62456335149749,0.273913232870154,5.93094146812396,3.01202580806832e-09,6.69619172308927e-07
"ACSL5",521.557669090641,0.965791421871424,0.163433609801073,5.90938071457248,3.43396233846208e-09,7.47179060729415e-07
"IL16",611.36878939393,1.2248543734844,0.207252506504422,5.90996168945379,3.4218730435035e-09,7.47179060729415e-07
"PTAFR",418.560669542807,0.718801346726712,0.122716337015826,5.85742179245469,4.70108076581793e-09,1.01211794635025e-06
"CD3E",350.520695436539,1.12724315714724,0.19262941164677,5.85187457881195,4.86063122271713e-09,1.03556760831493e-06
"IKZF3",454.619451018003,1.25177335996247,0.214415870252684,5.83806300572472,5.28111876036307e-09,1.11355383511037e-06
"HLA-DOB",271.024249353306,1.08416831341352,0.186125032921812,5.82494625464467,5.71309823757764e-09,1.19234692095077e-06
"TLR9",90.2324009837253,1.32469359540901,0.227519619277085,5.82232688160281,5.80339010975687e-09,1.19895694863492e-06
"IGHD2-2",6031.89849707449,1.43590637232092,0.246908563571242,5.81553896532475,6.04388320962932e-09,1.23615543286549e-06
"EVI2A",344.269905532832,0.915963325126824,0.157599355341674,5.81197380624448,6.17405029196543e-09,1.25027574872841e-06
"MIR185",10726.3782914879,1.47357219850762,0.254014867846289,5.80112578055595,6.58711643919083e-09,1.32084600520363e-06
"GZMK",238.258456956826,1.67829507534636,0.289514203638082,5.79693519093927,6.75377755693156e-09,1.34111662497011e-06
"NAPSB",563.295823132589,1.2902984745018,0.223025859383255,5.78542092863103,7.23309784114307e-09,1.42248605908557e-06
"ANKRD44",478.858996468435,0.919697144093358,0.159211241952693,5.77658419602451,7.62323635747483e-09,1.47554409210553e-06
"HLA-DMB",1247.15404193298,1.07065439288901,0.185360792848282,5.7760563948674,7.64717517054642e-09,1.47554409210553e-06
"TNFAIP8",878.04384421763,0.836027434790231,0.144914784790969,5.76909689371001,7.96974736045137e-09,1.52341348376927e-06
"SLURP2",27.7934305386707,-5.09589821244125,0.88358351186705,-5.76730794995642,8.05477909733905e-09,1.52541108220255e-06
"CCL18",715.372842038644,1.77834250298549,0.308662851123482,5.7614400194666,8.33993014105314e-09,1.55135305403064e-06
"PCED1B-AS1",219.388223177344,1.4989351603844,0.260169982917204,5.761368562112,8.34346237438864e-09,1.55135305403064e-06
"GPR183",375.985923219225,1.27039517790109,0.220660081117897,5.75724966412175,8.54954190058648e-09,1.57534937380807e-06
"SLURP1",29.6223555172424,-6.59439485374732,1.14829775756837,-5.74275688538451,9.31474152327121e-09,1.70102150335238e-06
"MSR1",890.355975232482,1.32254140892067,0.230603348180221,5.7351353280746,9.74345177628593e-09,1.76356477150775e-06
"HLA-DPB1",7408.17071197367,1.02586702321965,0.178962975306598,5.73228636516654,9.90857966620409e-09,1.7777208764287e-06
"TAP1",1344.95373174661,0.940627876922169,0.164177290286546,5.72934219635645,1.00820829219147e-08,1.79312036523409e-06
"IGHG3",1286.10112867973,1.63317841275258,0.285425329248228,5.72191128605914,1.05332308048097e-08,1.85720835905839e-06
"PYHIN1",36.065926522488,1.58159806909748,0.277312559418197,5.70330486443051,1.17506542952006e-08,2.05415497692083e-06
"HCP5",584.093750511945,0.991519596549686,0.173978072119033,5.69910670047719,1.20436831861219e-08,2.08753773055722e-06
"ADA",199.589802160403,0.884168628467719,0.155343808627216,5.69168888210725,1.25788901669509e-08,2.14396700487205e-06
"SLAMF7",1750.44341166231,1.13322246761878,0.199074447195154,5.69245567969792,1.25225110164501e-08,2.14396700487205e-06
"FAM30A",501.857672289017,1.49490873572719,0.263198242781221,5.67978235694304,1.34866241269902e-08,2.27968531627547e-06
"MIR758",2266.42978696677,2.19751557747365,0.38762068375617,5.66924230198195,1.434304040955e-08,2.38502606094736e-06
"ZC3H12D",60.0314564126466,1.32506378235607,0.233728316866828,5.66924795471426,1.43425672449381e-08,2.38502606094736e-06
"MIR4765",37260.5885917341,1.3316102821988,0.235089861208484,5.66426078672057,1.47659693750515e-08,2.43555138409619e-06
"XAF1",626.164496116258,1.18249231602037,0.208891516425081,5.66079626524454,1.50672222075633e-08,2.46535916649034e-06
"CD40LG",49.6923823996771,1.53496564737135,0.271316976828793,5.65746259342976,1.53627285339031e-08,2.49376100558667e-06
"TRAF3IP3",207.52090513459,1.48889159630818,0.2634437662554,5.65164861355932,1.589162035395e-08,2.55930166219953e-06
"CD53",951.79262892497,1.00113597055237,0.177338006879628,5.64535481236072,1.64840931184509e-08,2.62657184094645e-06
"HLA-E",19833.0114209747,0.655514907710896,0.116133380707603,5.64450034707361,1.65661647426828e-08,2.62657184094645e-06
"CLEC2D",710.419512132062,1.36916047509871,0.242891109322655,5.63693121134345,1.73107219501809e-08,2.72350920036192e-06
"CPVL",738.807814876902,1.08439458818213,0.192423768698346,5.63545031633845,1.7460147873012e-08,2.72604888890622e-06
"PIK3CG",665.174999610906,1.26514298291149,0.224821575503597,5.62732015411596,1.83030830947403e-08,2.82031768422999e-06
"PSMB8",3745.0498058589,1.02757830324203,0.182616465054997,5.62697510836474,1.83397179877078e-08,2.82031768422999e-06
"ITK",142.593736565764,1.37190211029507,0.244055261971676,5.62127650603283,1.89551603652095e-08,2.8932081712659e-06
"MIR6815",10754.3595657028,1.37902077736036,0.245688427715539,5.61288453910007,1.98981377164802e-08,3.01464156085311e-06
"IGLL5",167346.402889151,1.38657412112623,0.247587970018949,5.60032913158144,2.13945200869818e-08,3.21751558337528e-06
"OASL",245.000618789392,1.56259978625037,0.279282461762181,5.59505160614411,2.20556155654941e-08,3.27635749104455e-06
"SLA",332.005497705979,1.04657373338838,0.187066734042822,5.59465443572028,2.21061621162738e-08,3.27635749104455e-06
"CXCL13",216.005216652304,2.59116582822155,0.463813296469038,5.58665706211492,2.31482196629442e-08,3.38083171425162e-06
"FAS",247.945060718148,1.08478330127994,0.194192824908599,5.58611422327536,2.32206539511479e-08,3.38083171425162e-06
"GBP4",664.108828997991,0.94500925105233,0.169190654552148,5.58546956126977,2.33069609206218e-08,3.38083171425162e-06
"IGLVIV-59",176787.694107951,1.31618676239599,0.235855544159301,5.58047836902667,2.39857982058797e-08,3.43064007485914e-06
"LILRB3",60.4046407281855,1.11371389166719,0.199546162403554,5.58123432819948,2.38817630892845e-08,3.43064007485914e-06
"RAB30",821.218601379701,0.670028456658409,0.120362408682224,5.56675845884234,2.59521736308546e-08,3.68610977272131e-06
"IFI30",4463.81500595867,1.11387740457671,0.200355673397306,5.5595001912818,2.70548300254008e-08,3.7900851952707e-06
"IGHV2-26",4952.83584974791,1.34182813332361,0.241310639067981,5.56058422664735,2.68873051594289e-08,3.7900851952707e-06
"TNFAIP8L2",130.529714148297,0.8923783366133,0.160692729846364,5.55332115812886,2.80292418448816e-08,3.89987811873036e-06
"CD72",53.1570684180145,1.72339907115693,0.310861469768562,5.54394557948917,2.95730782043344e-08,4.08687951698142e-06
"DTX3L",1832.23596046244,0.560691132279809,0.101188941407788,5.54103170246879,3.00694768546787e-08,4.12759067187076e-06
"ARHGAP25",355.716943616719,1.2897961157067,0.233019889216621,5.53513315984658,3.10991990144533e-08,4.24047944961742e-06
"AMER2",5.58424341154891,2.2101084340788,0.399437878395348,5.53304669791813,3.14715637932351e-08,4.26283373684131e-06
"LILRB2",142.77886734912,0.998540294943733,0.180650503467265,5.52747031299958,3.2488117989819e-08,4.35906738122974e-06
"MIR4428",43308.3372848069,1.48456260865388,0.268627429137142,5.52647439400527,3.26729920156187e-08,4.35906738122974e-06
"TMEM19",904.848713122998,0.427483425435346,0.0773630610014947,5.52567879167923,3.28214138126133e-08,4.35906738122974e-06
"SHCBP1",44.5480528528063,1.03098691812031,0.186804295486789,5.51907500538829,3.40788723657792e-08,4.49687210643408e-06
"MIR543",9194.0044391409,1.39170457101637,0.252494704207079,5.51181687309761,3.55148334401436e-08,4.64995544129435e-06
"MS4A1",588.114535262788,2.11891901189129,0.384493708879824,5.51093285261936,3.56936881769527e-08,4.64995544129435e-06
"IGSF6",256.285668132778,1.11641754786031,0.202736478896792,5.50674231857727,3.65534697457692e-08,4.73182352348239e-06
"DDX58",550.603729355402,0.764535877076492,0.139251409999469,5.49032772507947,4.01188634026896e-08,5.15051755567577e-06
"LAT",218.180793051368,1.03725006566527,0.188949266986536,5.48956914312446,4.02915371294247e-08,5.15051755567577e-06
"TRIM21",674.272899582715,0.667732325649259,0.12172747216824,5.48546941586353,4.12372900966992e-08,5.23867263570056e-06
"CCL5",2321.11808859753,1.38875909039145,0.253730340493707,5.47336628205049,4.41566102886898e-08,5.54070644315689e-06
"GPSM3",552.752067817985,0.995541713436648,0.181865907303971,5.47404254153417,4.3988339146948e-08,5.54070644315689e-06
"HLA-DMA",3625.82728526954,1.22059097301082,0.223356970125614,5.46475434513803,4.63548291871278e-08,5.7810690327093e-06
"HLA-DQA2",796.675961162857,1.46210277109244,0.267849136823471,5.4586801676201,4.796869499534e-08,5.9460831438769e-06
"LAIR1",476.60774865176,0.884288222325505,0.162397826400539,5.44519740150026,5.17479646893443e-08,6.37591037223589e-06
"LYPD2",9.39611374069429,-5.26101739825684,0.96707643271743,-5.44012574422239,5.32429778741626e-08,6.52083009856436e-06
"IGHD3-16",1464.24164201232,1.44672609575474,0.266390043404726,5.43085648871916,5.60842236700023e-08,6.82792039715808e-06
"HSH2D",775.531177776483,0.776904731012702,0.143467435607184,5.41519911974923,6.12205379762784e-08,7.40913410194569e-06
"TRG-GCC1-5",12072.427649525,1.37814603234456,0.25484063056105,5.40787404783321,6.37772480748072e-08,7.6731532639649e-06
"IRF8",431.534119677371,1.0253247591909,0.189717081034382,5.40449364706958,6.49917268829468e-08,7.77354263121001e-06
"CD79B",520.474095368611,1.18253643081278,0.218871661006712,5.40287593822629,6.55808196933064e-08,7.79839828597206e-06
"IGHA1",11806.771217453,1.37030977900417,0.25369841389386,5.40133364640374,6.61472639581666e-08,7.82028895801376e-06
"MIR4261",6631.63575242137,1.35682638559862,0.25142796802999,5.39648152999739,6.79604040991646e-08,7.98847209793226e-06
"CCL4",115.571802254577,1.56674564656834,0.29049311289797,5.39340031485921,6.91366884197936e-08,8.03439027414794e-06
"CNFN",370.949157304733,-1.86153315934787,0.345087082707126,-5.39438667116887,6.87580072935663e-08,8.03439027414794e-06
"CCR6",129.995080897154,1.48562644418923,0.275638444387929,5.38976501441281,7.05498714209981e-08,8.15229672414506e-06
"IGHV3-22",6214.96249010385,1.38917961178811,0.258487681494217,5.3742584704919,7.68984840141863e-08,8.78661839967683e-06
"LOC100419583",765.890848617682,0.763720059300255,0.142081365656166,5.3752302828257,7.64848653455477e-08,8.78661839967683e-06
"MIR3124",56867.5322085675,1.35041695855942,0.251378443750602,5.37204757262002,7.78475631408107e-08,8.84564560510556e-06
"IRF9",2836.06899709967,0.925249627734218,0.172279870227414,5.37061948394124,7.84666229417487e-08,8.8667283924176e-06
"IGKV2-4",1125.68464396373,1.79221178495175,0.333909774629297,5.36735346229816,7.99003771429945e-08,8.97913414123992e-06
"BRCA2",104.247150162983,1.06741702516775,0.198968513297605,5.36475348524706,8.10598491217437e-08,9.05965625184166e-06
"BTN2A2",281.421077617435,0.74521817997966,0.138981575535308,5.36199260304355,8.23089113920932e-08,9.1492617646874e-06
"IGHV1-2",2399.61838834613,1.47836234261342,0.276162244681277,5.35323843532493,8.63938861062792e-08,9.46424765022474e-06
"KRT5",8793.44897261242,-1.52803543731608,0.285401728352203,-5.35398102225361,8.60398881229605e-08,9.46424765022474e-06
"LILRB4",236.981234303385,1.10122846415111,0.205723581549803,5.35295203328217,8.65307930666419e-08,9.46424765022474e-06
"EAF2",586.51503180801,1.12277801699091,0.210006665824483,5.34639228037311,8.97246382159103e-08,9.76137247569156e-06
"EPSTI1",294.994699301021,0.943697069731044,0.176621845628335,5.34303707660754,9.14020586232682e-08,9.83919107906161e-06
"MIR130B",19069.9933110205,1.32114372389744,0.247260346016298,5.34312818526252,9.13561108209756e-08,9.83919107906161e-06
"BANK1",206.454158211255,0.980819918493699,0.183718561044714,5.33870890843187,9.36108001907646e-08,1.00241973628362e-05
"ICAM1",569.671812278355,0.88859598224861,0.166479190090379,5.33757992074689,9.4195386495848e-08,1.00342616666645e-05
"CYSRT1",32.0313258855886,-1.60043024980383,0.299897817238083,-5.3365851893923,9.47133827153485e-08,1.00371648532488e-05
"TNFSF8",110.827015706313,1.03490166290661,0.194073698647513,5.33251888390221,9.68596930649311e-08,1.0211707743593e-05
"IGHJ2P",4807.95440690412,1.3395690546519,0.251302420288548,5.33050598205061,9.79395070734978e-08,1.02725986573038e-05
"GBP2",1299.26247129182,0.671206891710113,0.126092068082501,5.32314920293755,1.01986026270724e-07,1.06424499760976e-05
"HCG26",111.484362431645,1.65973575977326,0.311996986854684,5.31971727196936,1.03928631217606e-07,1.07901131690035e-05
"IL10RA",645.061429232872,0.895911803039554,0.168474287629126,5.31779546687733,1.05032039295394e-07,1.08495974732763e-05
"ARHGDIB",4793.54626225801,0.64570067712317,0.121479332283531,5.31531302473835,1.06474130796531e-07,1.09432934531731e-05
"SAMSN1",164.552039788346,1.27525964173838,0.240273216404522,5.30753972840387,1.11114792429578e-07,1.13631542478108e-05
"STAT1",3475.83763380927,1.02057924321685,0.192341802221238,5.30607091870206,1.12013392343673e-07,1.13980592716674e-05
"GMFG",539.222422088369,1.05789021935398,0.199452994868213,5.30395755678161,1.133186705878e-07,1.14737958887737e-05
"LAP3",3790.73712440474,0.694145430174611,0.13093706165884,5.30136709485071,1.14938707814394e-07,1.15804994626985e-05
"HOXB4",17.8930178214871,1.41168403326465,0.266779278728973,5.29158051551227,1.21263782035814e-07,1.21578830096985e-05
"MIR3125",15635.7617500032,1.24870511419429,0.236045076067448,5.29011295214426,1.22240844689787e-07,1.21960585192205e-05
"PVRIG",81.4350755649088,1.35573586132094,0.256439124808238,5.28677463836588,1.24491853920386e-07,1.2360348972008e-05
"ADA2",1918.93884496373,0.922098142786682,0.174635395347515,5.28013316516825,1.2909003087645e-07,1.24911890024318e-05
"CXCL9",583.417251168683,1.84230448710661,0.348801477412061,5.28181388672897,1.27911103666444e-07,1.24911890024318e-05
"CYTH4",486.424790110623,0.760832595831728,0.144072412974465,5.28090409623787,1.28547968905651e-07,1.24911890024318e-05
"MIXL1",93.0613954023093,1.29961933807686,0.245986141246113,5.28330308160152,1.26875229948951e-07,1.24911890024318e-05
"MS4A4A",383.329856041859,0.930855624584126,0.176255620447092,5.2812819371258,1.28283103759123e-07,1.24911890024318e-05
"PARP14",1455.08601298378,0.826723712193788,0.156588651264322,5.27958894542286,1.2947401694204e-07,1.24911890024318e-05
"CTSC",1690.45940601101,0.623300132148998,0.118176445511799,5.27431781730789,1.33250813555643e-07,1.27952060547116e-05
"DLGAP5",30.3561365391556,1.26118173261899,0.239613217985796,5.26340634803271,1.41410555937157e-07,1.35152808438442e-05
"SRGN",1608.7525731688,0.897424039332302,0.170683176665022,5.25783534655887,1.45760933708349e-07,1.38662715215668e-05
"MIR29A",307.801584219951,1.30868596971445,0.249124729428394,5.25313553864032,1.49531411488548e-07,1.41591016628485e-05
"GNGT2",35.4304036716585,1.16456530458687,0.221871469241656,5.24882856082078,1.5306944106993e-07,1.44273238626879e-05
"MFNG",429.54368495061,0.716070235602337,0.136525608189017,5.24495180868159,1.56323181508845e-07,1.46664129880752e-05
"IGHV3-33",92.3971614845133,1.88399728120411,0.360124409806229,5.23151785855844,1.68123789039359e-07,1.55594382679729e-05
"IGLVI-68",150.12199118001,1.51647036741454,0.289804773867833,5.23273080417279,1.67023899115015e-07,1.55594382679729e-05
"MIR5192",686.712894566505,1.76428490624849,0.337187867746088,5.23234990049239,1.67368548157537e-07,1.55594382679729e-05
"CD84",425.099467031123,0.99932810765325,0.191273659445174,5.22459867475737,1.74533235604147e-07,1.60798570622145e-05
"MIR301B",7381.98270369126,1.40573648061001,0.269163484979948,5.22261212628722,1.76416667394435e-07,1.61804937139837e-05
"ELFN1-AS1",9.23718051248341,1.90120541339146,0.3641382382871,5.22110894569794,1.77854865775197e-07,1.62395784361612e-05
"MIR4427",865.789008491874,1.35281061500475,0.25966047202504,5.20992126546814,1.8892078595929e-07,1.71641224357878e-05
"PNOC",145.910944352657,1.32721388736837,0.254782776764325,5.20919782814067,1.89658811445169e-07,1.71641224357878e-05
"MIR489",6.96224162426466,2.16070421001318,0.4151044386775,5.20520622929755,1.93781279067009e-07,1.74599493425442e-05
"GZMH",120.928824309038,1.15911342587758,0.22304052465937,5.19687365176258,2.02668009251091e-07,1.81805648825113e-05
"CHIT1",246.932964986693,2.5902945534522,0.499187700718492,5.18901918000771,2.1140462353724e-07,1.87262392775978e-05
